"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","542","0 Bob Crowell Road, South Dennis, Dennis","4/1/2019 - 6/30/2019, Every day, Daily Average",5959,4878,7279
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","544","0 Fid Kennedy Avenue, Seaport District, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",478,264,863
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","545","0 Garland Road, Chelmsford","4/1/2019 - 6/30/2019, Every day, Daily Average",2782,2186,3539
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","546","0 Dawley Road, Westminster","4/1/2019 - 6/30/2019, Every day, Daily Average",4900,3972,6044
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","548","300 Main Street, Northwest Harwich, Harwich","4/1/2019 - 6/30/2019, Every day, Daily Average",6167,5064,7508
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","549","0 Boston Street, Prospect Hill, Somerville","4/1/2019 - 6/30/2019, Every day, Daily Average",1243,890,1735
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","553","0 Alcorn Crossing, Westford","4/1/2019 - 6/30/2019, Every day, Daily Average",3033,2428,3787
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","554","0 Everett Circle, Hopkinton","4/1/2019 - 6/30/2019, Every day, Daily Average",2753,2069,3662
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","555","0 Fish Lane, Marlborough","4/1/2019 - 6/30/2019, Every day, Daily Average",3417,2600,4489
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","556","500 Great Road, Stow","4/1/2019 - 6/30/2019, Every day, Daily Average",3556,2724,4641
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","557","0 Park Street, Ayer, Ayer","4/1/2019 - 6/30/2019, Every day, Daily Average",4028,3178,5104
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","558","0 West Street, Berlin","4/1/2019 - 6/30/2019, Every day, Daily Average",3625,2747,4783
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","560","0 Hidden Pond Lane, North Reading","4/1/2019 - 6/30/2019, Every day, Daily Average",2320,1757,3062
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","561","100 Wildwood Street, Wilmington","4/1/2019 - 6/30/2019, Every day, Daily Average",1737,1266,2381
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","562","700 Lancaster Street, Leominster","4/1/2019 - 6/30/2019, Every day, Daily Average",4283,3472,5282
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","563","200 Lindell Avenue, Leominster","4/1/2019 - 6/30/2019, Every day, Daily Average",4354,3497,5420
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","564","400 Ashburnham Street, Fitchburg","4/1/2019 - 6/30/2019, Every day, Daily Average",4671,3764,5796
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","569","800 Massachusetts 70, Lancaster","4/1/2019 - 6/30/2019, Every day, Daily Average",4017,3183,5069
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","573","300 Scudder Avenue, Hyannis, Barnstable","4/1/2019 - 6/30/2019, Every day, Daily Average",6242,5231,7447
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","574","800 Falmouth Road, Hyannis, Barnstable","4/1/2019 - 6/30/2019, Every day, Daily Average",5792,4634,7238
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","575","0 Lakewood Drive, Centerville, Barnstable","4/1/2019 - 6/30/2019, Every day, Daily Average",5446,4343,6828
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","577","0 Wheeler Road, Marstons Mills, Barnstable","4/1/2019 - 6/30/2019, Every day, Daily Average",5246,4169,6600
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","579","0 Highland Avenue, Buzzards Bay, Bourne","4/1/2019 - 6/30/2019, Every day, Daily Average",4984,3957,6276
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","581","0 Carter Road, Woburn","4/1/2019 - 6/30/2019, Every day, Daily Average",1399,1009,1939
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","582","0 Grosvenor Street, Green Island, Worcester","4/1/2019 - 6/30/2019, Every day, Daily Average",3839,3027,4868
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","583","0 Walnut Court, Woburn","4/1/2019 - 6/30/2019, Every day, Daily Average",1782,1291,2458
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","584","0 Mill Road, Melrose","4/1/2019 - 6/30/2019, Every day, Daily Average",1611,1218,2129
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","585","0 High Street, Stoneham","4/1/2019 - 6/30/2019, Every day, Daily Average",1694,1244,2305
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","586","0 Bates Road, Winchester","4/1/2019 - 6/30/2019, Every day, Daily Average",1333,954,1861
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","587","100 Rivers Edge Drive, Medford","4/1/2019 - 6/30/2019, Every day, Daily Average",1235,847,1798
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","588","0 Lewis Street, Medford","4/1/2019 - 6/30/2019, Every day, Daily Average",1088,755,1567
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","589","0 Clayton Street, Malden","4/1/2019 - 6/30/2019, Every day, Daily Average",1478,1124,1941
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","590","100 Kennedy Drive, Malden","4/1/2019 - 6/30/2019, Every day, Daily Average",1224,897,1668
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","593","0 West Chester Street, Forest Grove, Worcester","4/1/2019 - 6/30/2019, Every day, Daily Average",4281,3480,5266
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","596","0 East Shelby Street, Shrewsbury Street, Worcester","4/1/2019 - 6/30/2019, Every day, Daily Average",3851,3051,4859
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","600","0 Milldam Road, Acton","4/1/2019 - 6/30/2019, Every day, Daily Average",3211,2484,4149
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","602","400 William S Canning Boulevard, Fall River","4/1/2019 - 6/30/2019, Every day, Daily Average",4646,3600,5995
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","604","100 Alden Street, Fall River","4/1/2019 - 6/30/2019, Every day, Daily Average",4471,3446,5799
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","605","800 Washington Street, Lynn","4/1/2019 - 6/30/2019, Every day, Daily Average",1345,1010,1789
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","606","100 Windsor Street, Fall River","4/1/2019 - 6/30/2019, Every day, Daily Average",4268,3285,5544
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","607","0 Rolling Green Drive, Fall River","4/1/2019 - 6/30/2019, Every day, Daily Average",4388,3335,5773
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","608","Western Fall River Expressway, Fall River","4/1/2019 - 6/30/2019, Every day, Daily Average",4255,3286,5508
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","612","0 Barry Road, Marblehead","4/1/2019 - 6/30/2019, Every day, Daily Average",2337,1874,2913
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","613","0 Canal Street, Salem","4/1/2019 - 6/30/2019, Every day, Daily Average",2281,1768,2941
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","614","0 Winter Island Road, Salem","4/1/2019 - 6/30/2019, Every day, Daily Average",2612,2074,3289
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","615","0 Bowler Street, Lynn","4/1/2019 - 6/30/2019, Every day, Daily Average",1489,1105,2005
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","617","700 Lynnway, Lynn","4/1/2019 - 6/30/2019, Every day, Daily Average",1103,793,1532
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","621","300 Collette Street, New Bedford","4/1/2019 - 6/30/2019, Every day, Daily Average",4689,3648,6026
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","622","0 Belleville Avenue, New Bedford","4/1/2019 - 6/30/2019, Every day, Daily Average",4647,3736,5779
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","624","300 Acushnet Avenue, New Bedford","4/1/2019 - 6/30/2019, Every day, Daily Average",4784,3851,5941
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","626","0 McDewell Avenue, Danvers","4/1/2019 - 6/30/2019, Every day, Daily Average",2200,1726,2803
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","629","0 Safford Street, Lynn","4/1/2019 - 6/30/2019, Every day, Daily Average",1424,1006,2014
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","630","0 Johnson Street, Lynn","4/1/2019 - 6/30/2019, Every day, Daily Average",1252,928,1688
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","631","0 Central Street, Saugus","4/1/2019 - 6/30/2019, Every day, Daily Average",1510,1118,2038
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","632","0 Lindsay Terrace, Saugus","4/1/2019 - 6/30/2019, Every day, Daily Average",1473,1086,1997
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","633","0 Russet Lane, Lynnfield","4/1/2019 - 6/30/2019, Every day, Daily Average",1733,1301,2307
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","634","Independence Greenway, Peabody","4/1/2019 - 6/30/2019, Every day, Daily Average",1879,1423,2480
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","635","0 Gemma Drive, South Peabody, Peabody","4/1/2019 - 6/30/2019, Every day, Daily Average",2049,1588,2642
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","636","0 Spring Road, Nahant","4/1/2019 - 6/30/2019, Every day, Daily Average",1380,1046,1819
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","637","100 Shelton Road, Swampscott","4/1/2019 - 6/30/2019, Every day, Daily Average",1735,1319,2281
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","638","0 Leedsville Street, Dorchester, Boston","4/1/2019 - 6/30/2019, Every day, Daily Average",1287,866,1911
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","639","0 Sylvan Street, Danvers","4/1/2019 - 6/30/2019, Every day, Daily Average",2269,1757,2929
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","640","0 Taryn Drive, Danvers","4/1/2019 - 6/30/2019, Every day, Daily Average",2239,1729,2898
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","641","0 Zaloga Way, Middleton","4/1/2019 - 6/30/2019, Every day, Daily Average",2293,1778,2956
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","643","0 Ortins Road, South Hamilton, Hamilton","4/1/2019 - 6/30/2019, Every day, Daily Average",2842,2347,3440
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","644","0 Dunham Road, Beverly","4/1/2019 - 6/30/2019, Every day, Daily Average",2407,1914,3025
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","645","0 Winthrop Avenue, Beverly","4/1/2019 - 6/30/2019, Every day, Daily Average",2349,1899,2905
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","646","0 Butman Street, Beverly","4/1/2019 - 6/30/2019, Every day, Daily Average",2598,2086,3234
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","647","0 Oakland Avenue, Rockport","4/1/2019 - 6/30/2019, Every day, Daily Average",3639,3020,4384
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","650","100 Maplewood Avenue, Gloucester","4/1/2019 - 6/30/2019, Every day, Daily Average",3245,2661,3956
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","651","0 Martin Street, Essex, Essex","4/1/2019 - 6/30/2019, Every day, Daily Average",2946,2380,3645
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","653","0 Clark Road, Great Neck, Ipswich","4/1/2019 - 6/30/2019, Every day, Daily Average",3200,2702,3789
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","655","0 Eastside Street, Lawrence","4/1/2019 - 6/30/2019, Every day, Daily Average",2502,1949,3211
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","657","Chickering Road, Lawrence","4/1/2019 - 6/30/2019, Every day, Daily Average",2367,1846,3034
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","658","Ridgewood Lane, Methuen","4/1/2019 - 6/30/2019, Every day, Daily Average",2676,2132,3357
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","659","Loop Connector, Methuen","4/1/2019 - 6/30/2019, Every day, Daily Average",2530,1933,3310
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","664","0 Nook Road, Brewster","4/1/2019 - 6/30/2019, Every day, Daily Average",6286,5310,7440
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","665","0 Welgate Circle, Quincy","4/1/2019 - 6/30/2019, Every day, Daily Average",1759,1168,2647
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","666","500 Queen Anne Road, East Harwich, Harwich","4/1/2019 - 6/30/2019, Every day, Daily Average",6387,5255,7762
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","668","0 Shipyard Lane, Pocasset, Bourne","4/1/2019 - 6/30/2019, Every day, Daily Average",5266,4233,6550
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","669","100 Curley Boulevard, North Falmouth, Falmouth","4/1/2019 - 6/30/2019, Every day, Daily Average",5562,4516,6849
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","671","0 Scranton Avenue, Falmouth","4/1/2019 - 6/30/2019, Every day, Daily Average",5861,4811,7139
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","672","1500 Bay Street, Taunton","4/1/2019 - 6/30/2019, Every day, Daily Average",3643,2747,4829
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","673","0 Stonewall Lane, Falmouth","4/1/2019 - 6/30/2019, Every day, Daily Average",6103,5030,7404
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","675","0 Dufton Court, North Andover","4/1/2019 - 6/30/2019, Every day, Daily Average",2506,1958,3206
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","677","200 Foundry Street, South Easton, Easton","4/1/2019 - 6/30/2019, Every day, Daily Average",2845,2110,3834
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","678","0 Chauncy Street, Mansfield Center, Mansfield","4/1/2019 - 6/30/2019, Every day, Daily Average",3238,2435,4305
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","680","0 Fletcher Way, Norton","4/1/2019 - 6/30/2019, Every day, Daily Average",3629,2735,4815
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","683","0 Sagamore Road, East Taunton, Taunton","4/1/2019 - 6/30/2019, Every day, Daily Average",3559,2632,4811
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","684","0 North Main Street, Berkley","4/1/2019 - 6/30/2019, Every day, Daily Average",3664,2746,4888
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","685","200 Landry Avenue, North Attleborough","4/1/2019 - 6/30/2019, Every day, Daily Average",3256,2468,4294
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","686","200 Hickory Road, North Attleborough","4/1/2019 - 6/30/2019, Every day, Daily Average",3632,2796,4716
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","687","0 Fenton Avenue, Attleboro","4/1/2019 - 6/30/2019, Every day, Daily Average",3638,2828,4678
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","691","100 Stoughton Street, Stoughton","4/1/2019 - 6/30/2019, Every day, Daily Average",2701,1972,3699
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","692","600 Webster Street, Needham Heights, Needham","4/1/2019 - 6/30/2019, Every day, Daily Average",2230,1649,3015
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","693","0 Judith East Lane, Methuen","4/1/2019 - 6/30/2019, Every day, Daily Average",2957,2276,3840
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","694","100 Sherwood Drive, North Andover","4/1/2019 - 6/30/2019, Every day, Daily Average",2878,2356,3514
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","695","0 West Hollow, Andover","4/1/2019 - 6/30/2019, Every day, Daily Average",2016,1493,2721
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","696","0 Lansbury Lane, Andover","4/1/2019 - 6/30/2019, Every day, Daily Average",2213,1666,2938
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","697","0 Crestwood Drive, Andover","4/1/2019 - 6/30/2019, Every day, Daily Average",2096,1565,2805
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","698","0 Hazel Street, Haverhill","4/1/2019 - 6/30/2019, Every day, Daily Average",3076,2402,3938
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","699","0 Kennedy Drive, Dedham","4/1/2019 - 6/30/2019, Every day, Daily Average",2337,1726,3163
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","700","0 Crystal Lake Road, Haverhill","4/1/2019 - 6/30/2019, Every day, Daily Average",3623,2627,4995
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","702","100 Stewart Street, West Newbury","4/1/2019 - 6/30/2019, Every day, Daily Average",2901,2379,3536
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","704","0 Congress Street, Amesbury","4/1/2019 - 6/30/2019, Every day, Daily Average",3166,2619,3826
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","706","0 Plum Island Turnpike, Newburyport","4/1/2019 - 6/30/2019, Every day, Daily Average",3469,2900,4149
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","707","100 Bellevue Road, Quincy","4/1/2019 - 6/30/2019, Every day, Daily Average",1696,1124,2557
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","708","300 Wethersfield Street, Rowley","4/1/2019 - 6/30/2019, Every day, Daily Average",2577,2067,3212
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","709","0 Newbury Avenue, North Quincy, Quincy","4/1/2019 - 6/30/2019, Every day, Daily Average",1533,1013,2319
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","710","0 Beal Street, Hingham","4/1/2019 - 6/30/2019, Every day, Daily Average",2739,2058,3644
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","711","0 Rock View Way, Rockland","4/1/2019 - 6/30/2019, Every day, Daily Average",2384,1689,3364
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","712","0 Fitzpatrick Way, Hull","4/1/2019 - 6/30/2019, Every day, Daily Average",3441,2735,4328
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","713","0 Foster Street, Coolidge Corner South Side, Brookline","4/1/2019 - 6/30/2019, Every day, Daily Average",1473,1107,1959
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","714","0 Bates Way, Hanover","4/1/2019 - 6/30/2019, Every day, Daily Average",2567,1838,3584
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","715","700 Grove Street, Norwell","4/1/2019 - 6/30/2019, Every day, Daily Average",2507,1787,3515
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","716","100 Gannett Road, Scituate","4/1/2019 - 6/30/2019, Every day, Daily Average",3684,2923,4642
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","717","100 Church Street, Marshfield","4/1/2019 - 6/30/2019, Every day, Daily Average",3391,2525,4553
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","718","0 Otis Street, East Somerville, Somerville","4/1/2019 - 6/30/2019, Every day, Daily Average",1091,732,1625
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","719","0 Bernard Street, Green Harbor-Cedar Crest, Marshfield","4/1/2019 - 6/30/2019, Every day, Daily Average",3403,2604,4447
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","720","Union Bridge Road, Duxbury","4/1/2019 - 6/30/2019, Every day, Daily Average",3212,2384,4326
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","721","200 West Street, Duxbury","4/1/2019 - 6/30/2019, Every day, Daily Average",3085,2276,4180
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","722","0 Pilgrim Road, North Pembroke, Pembroke","4/1/2019 - 6/30/2019, Every day, Daily Average",2919,2131,3997
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","723","200 Hovendon Avenue, Brockton","4/1/2019 - 6/30/2019, Every day, Daily Average",3034,2038,4514
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","725","D W Field Parkway, Brockton","4/1/2019 - 6/30/2019, Every day, Daily Average",2460,1798,3364
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","726","100 Candy Lane, Brockton","4/1/2019 - 6/30/2019, Every day, Daily Average",2581,1844,3611
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","729","0 Broadmeadow Lane, Abington","4/1/2019 - 6/30/2019, Every day, Daily Average",2666,1970,3606
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","737","Unnamed Road, Plymouth","4/1/2019 - 6/30/2019, Every day, Daily Average",4423,3430,5702
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","738","0 Jennifer Circle, Plymouth","4/1/2019 - 6/30/2019, Every day, Daily Average",4399,3430,5640
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","739","0 Tinson Road, Quincy","4/1/2019 - 6/30/2019, Every day, Daily Average",1687,1189,2391
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","740","0 Brierwood Road, Braintree","4/1/2019 - 6/30/2019, Every day, Daily Average",1699,1182,2440
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","741","300 North Street, North Weymouth, Weymouth","4/1/2019 - 6/30/2019, Every day, Daily Average",2524,1819,3501
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","742","200 Sohier Street, Cohasset","4/1/2019 - 6/30/2019, Every day, Daily Average",3343,2567,4353
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","743","0 Ridgeview Road, Franklin","4/1/2019 - 6/30/2019, Every day, Daily Average",3675,2879,4690
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","744","0 Stone Ridge Road, Franklin","4/1/2019 - 6/30/2019, Every day, Daily Average",3595,2812,4594
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","745","0 Dow Street, Framingham","4/1/2019 - 6/30/2019, Every day, Daily Average",2486,1957,3157
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","746","100 Arthur Street, Framingham","4/1/2019 - 6/30/2019, Every day, Daily Average",2320,1777,3028
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","747","0 Crestwood Drive, Framingham","4/1/2019 - 6/30/2019, Every day, Daily Average",2178,1607,2950
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","748","0 Michael Road, Framingham","4/1/2019 - 6/30/2019, Every day, Daily Average",2161,1577,2960
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","749","0 Fox Hill Road, Ashland","4/1/2019 - 6/30/2019, Every day, Daily Average",2470,1827,3339
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","750","0 Washington Street, Sherborn","4/1/2019 - 6/30/2019, Every day, Daily Average",2890,2189,3814
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","751","0 Wingate Road, Holliston","4/1/2019 - 6/30/2019, Every day, Daily Average",3181,2487,4067
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","752","400 Sprague Street, Dedham","4/1/2019 - 6/30/2019, Every day, Daily Average",2653,1954,3601
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","756","0 Taunton Street, Ward Two, Somerville","4/1/2019 - 6/30/2019, Every day, Daily Average",1376,1003,1886
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","757","100 Portland Street, The Port, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1056,716,1556
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","758","0 Antrim Street, Mid-Cambridge, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1296,951,1765
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","759","0 Vail Court, Mid-Cambridge, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1315,965,1790
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","760","Fairchild Building, MIT, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1107,759,1612
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","761","0 Oxford Street, Agassiz, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1542,1130,2102
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","762","0 Dana Place, Mid-Cambridge, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1368,1012,1847
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","763","100 Brattle Street, West Cambridge, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1367,1008,1852
"1048","Airport Road - Arrival Level, Airport Rd - Arrival Level, Boston, MA","764","600 Huron Avenue, Strawberry Hill, Cambridge","4/1/2019 - 6/30/2019, Every day, Daily Average",1563,1175,2078
